Order_Line;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Product_ID;Sales;Quantity;Discount;Profit;s_prod_id;s_cust_id
338,00;US-2014-163797;24/09/2016 00:00;29/09/2016 00:00;Standard Class;PC-19000;OFF-FA-10001883;49,79;8,00;20,00;-11,83;921,00;588,00
340,00;CA-2014-150581;24/09/2016 00:00;28/09/2016 00:00;Standard Class;NM-18445;TEC-AC-10001908;399,96;4,00;,00;139,99;1 511,00;569,00
342,00;US-2014-102715;27/09/2016 00:00;29/09/2016 00:00;Second Class;JK-15370;OFF-FA-10001332;6,91;3,00;20,00;2,33;917,00;378,00
344,00;US-2014-102715;27/09/2016 00:00;29/09/2016 00:00;Second Class;JK-15370;OFF-PA-10000029;10,37;2,00;20,00;3,63;1 016,00;378,00
346,00;US-2014-121734;27/09/2016 00:00;02/10/2016 00:00;Standard Class;SE-20110;OFF-BI-10004817;9,58;1,00;20,00;3,35;839,00;684,00
348,00;CA-2014-110555;27/09/2016 00:00;04/10/2016 00:00;Standard Class;MM-18055;OFF-ST-10000876;87,08;7,00;,00;24,38;1 320,00;527,00
350,00;CA-2014-110555;27/09/2016 00:00;04/10/2016 00:00;Standard Class;MM-18055;TEC-AC-10003399;217,44;6,00;,00;91,32;1 559,00;527,00
352,00;CA-2014-154599;28/09/2016 00:00;03/10/2016 00:00;Standard Class;KN-16450;TEC-PH-10000576;438,37;4,00;20,00;38,36;1 701,00;441,00
354,00;CA-2014-154599;28/09/2016 00:00;03/10/2016 00:00;Standard Class;KN-16450;FUR-BO-10001337;308,50;3,00;15,00;-18,15;7,00;441,00
356,00;CA-2014-142979;28/09/2016 00:00;04/10/2016 00:00;Standard Class;EH-13765;OFF-AR-10002987;39,68;2,00;,00;16,27;566,00;258,00
358,00;CA-2014-122336;29/09/2016 00:00;03/10/2016 00:00;Second Class;JD-15895;OFF-BI-10003656;509,97;10,00;70,00;-407,98;782,00;350,00
360,00;CA-2014-122336;29/09/2016 00:00;03/10/2016 00:00;Second Class;JD-15895;TEC-PH-10000702;71,93;12,00;40,00;8,39;1 705,00;350,00
362,00;US-2014-120740;01/10/2016 00:00;01/10/2016 00:00;Same Day;PS-18970;OFF-AP-10000240;106,96;2,00;,00;31,02;382,00;610,00
364,00;CA-2014-155208;02/10/2016 00:00;06/10/2016 00:00;Standard Class;SP-20650;OFF-AR-10003478;39,07;6,00;20,00;9,77;583,00;709,00
366,00;CA-2014-110849;04/10/2016 00:00;09/10/2016 00:00;Standard Class;JL-15835;OFF-AR-10002375;13,12;4,00;,00;3,80;552,00;388,00
368,00;CA-2014-110849;04/10/2016 00:00;09/10/2016 00:00;Standard Class;JL-15835;OFF-FA-10000134;11,62;2,00;,00;3,60;903,00;388,00
370,00;CA-2014-100678;04/10/2016 00:00;08/10/2016 00:00;Standard Class;KM-16720;FUR-CH-10002602;317,06;3,00;30,00;-18,12;93,00;439,00
372,00;CA-2014-100678;04/10/2016 00:00;08/10/2016 00:00;Standard Class;KM-16720;TEC-AC-10000474;227,98;3,00;20,00;28,50;1 471,00;439,00
374,00;CA-2014-158470;05/10/2016 00:00;09/10/2016 00:00;Second Class;AG-10390;OFF-BI-10003638;58,05;3,00;,00;26,70;779,00;22,00
376,00;CA-2014-134572;06/10/2016 00:00;08/10/2016 00:00;Second Class;SV-20365;FUR-TA-10001705;744,10;5,00;30,00;-95,67;332,00;721,00
378,00;CA-2014-134572;06/10/2016 00:00;08/10/2016 00:00;Second Class;SV-20365;FUR-TA-10004442;401,59;2,00;30,00;-131,95;369,00;721,00
380,00;CA-2014-158064;07/10/2016 00:00;11/10/2016 00:00;Standard Class;AA-10375;OFF-BI-10002976;16,52;5,00;20,00;5,58;760,00;2,00
382,00;CA-2014-122070;08/10/2016 00:00;10/10/2016 00:00;Second Class;AH-10030;OFF-EN-10004773;247,84;8,00;,00;121,44;898,00;28,00
384,00;US-2014-112564;09/10/2016 00:00;10/10/2016 00:00;First Class;TS-21160;OFF-BI-10004876;2,50;3,00;70,00;-1,75;842,00;762,00
386,00;US-2014-150119;09/10/2016 00:00;13/10/2016 00:00;Standard Class;LB-16795;FUR-CH-10002965;281,37;2,00;30,00;-12,06;100,00;450,00
388,00;US-2014-150119;09/10/2016 00:00;13/10/2016 00:00;Standard Class;LB-16795;FUR-FU-10002191;22,34;4,00;20,00;7,82;216,00;450,00
390,00;US-2014-157406;11/10/2016 00:00;15/10/2016 00:00;Standard Class;DA-13450;OFF-PA-10003543;10,37;2,00;20,00;3,63;1 221,00;188,00
392,00;CA-2014-110100;11/10/2016 00:00;15/10/2016 00:00;Standard Class;LC-16885;TEC-PH-10004531;302,38;3,00;20,00;37,80;1 844,00;452,00
394,00;CA-2014-166954;11/10/2016 00:00;16/10/2016 00:00;Standard Class;BT-11305;OFF-AP-10001391;270,72;3,00;,00;78,51;406,00;111,00
396,00;CA-2014-147298;12/10/2016 00:00;19/10/2016 00:00;Standard Class;AG-10300;FUR-CH-10004886;230,28;3,00;20,00;23,03;134,00;20,00
398,00;CA-2014-116785;12/10/2016 00:00;16/10/2016 00:00;Standard Class;MH-17290;OFF-AR-10003504;21,40;5,00;,00;6,21;585,00;510,00
400,00;CA-2014-118976;14/10/2016 00:00;19/10/2016 00:00;Standard Class;MY-18295;OFF-BI-10001628;20,86;2,00;,00;9,39;702,00;550,00
402,00;CA-2014-118976;14/10/2016 00:00;19/10/2016 00:00;Standard Class;MY-18295;OFF-AR-10004752;5,34;2,00;,00;1,50;629,00;550,00
404,00;CA-2014-140228;14/10/2016 00:00;19/10/2016 00:00;Standard Class;GB-14530;OFF-LA-10001613;6,91;3,00;20,00;2,51;967,00;295,00
406,00;CA-2014-140228;14/10/2016 00:00;19/10/2016 00:00;Standard Class;GB-14530;OFF-ST-10001128;177,57;2,00;20,00;-37,73;1 330,00;295,00
408,00;CA-2014-132983;14/10/2016 00:00;19/10/2016 00:00;Standard Class;DS-13180;TEC-AC-10000736;159,98;2,00;,00;57,59;1 477,00;239,00
410,00;CA-2014-142727;15/10/2016 00:00;17/10/2016 00:00;Second Class;HG-14845;FUR-CH-10002304;51,96;2,00;,00;12,99;86,00;322,00
412,00;CA-2014-107811;15/10/2016 00:00;19/10/2016 00:00;Standard Class;LA-16780;FUR-CH-10001394;561,58;2,00;20,00;70,20;70,00;448,00
414,00;CA-2014-118304;15/10/2016 00:00;20/10/2016 00:00;Standard Class;KH-16360;TEC-PH-10000376;19,98;2,00;,00;5,19;1 693,00;430,00
416,00;CA-2014-160094;16/10/2016 00:00;18/10/2016 00:00;First Class;JM-16195;OFF-AR-10004010;174,95;5,00;,00;45,49;608,00;396,00
418,00;CA-2014-115056;18/10/2016 00:00;18/10/2016 00:00;Same Day;AR-10510;OFF-AP-10003971;26,14;3,00;20,00;1,96;458,00;48,00
420,00;CA-2014-130274;19/10/2016 00:00;21/10/2016 00:00;First Class;JS-15940;OFF-LA-10002195;21,56;7,00;,00;10,35;974,00;409,00
422,00;CA-2014-135755;19/10/2016 00:00;26/10/2016 00:00;Standard Class;NC-18415;OFF-BI-10003981;10,90;3,00;20,00;3,95;798,00;556,00
424,00;CA-2014-155271;20/10/2016 00:00;20/10/2016 00:00;Same Day;AA-10480;FUR-FU-10001473;27,46;2,00;,00;9,89;184,00;3,00
426,00;CA-2014-111899;20/10/2016 00:00;21/10/2016 00:00;First Class;NC-18340;OFF-FA-10000840;5,47;6,00;20,00;1,85;912,00;555,00
428,00;US-2014-148194;20/10/2016 00:00;23/10/2016 00:00;First Class;BS-11365;OFF-AP-10000696;57,68;4,00;,00;19,03;391,00;105,00
430,00;CA-2014-166457;21/10/2016 00:00;25/10/2016 00:00;Second Class;PF-19120;OFF-AR-10003651;6,56;2,00;,00;1,90;591,00;589,00
432,00;CA-2014-110219;21/10/2016 00:00;24/10/2016 00:00;First Class;EB-13870;FUR-CH-10001146;127,87;3,00;30,00;-9,13;66,00;250,00
434,00;CA-2014-111934;21/10/2016 00:00;23/10/2016 00:00;First Class;GD-14590;OFF-BI-10004364;11,88;2,00;,00;5,35;821,00;297,00
436,00;CA-2014-121664;22/10/2016 00:00;26/10/2016 00:00;Standard Class;HP-14815;OFF-BI-10003684;140,74;8,00;20,00;52,78;785,00;331,00
438,00;US-2014-154879;22/10/2016 00:00;27/10/2016 00:00;Standard Class;SN-20710;OFF-AR-10001897;107,94;6,00;,00;30,22;533,00;705,00
440,00;CA-2014-166086;23/10/2016 00:00;28/10/2016 00:00;Standard Class;CT-11995;FUR-TA-10003469;194,25;2,00;30,00;-38,85;355,00;183,00
442,00;CA-2014-166086;23/10/2016 00:00;28/10/2016 00:00;Standard Class;CT-11995;FUR-CH-10004675;872,32;4,00;,00;244,25;128,00;183,00
444,00;US-2014-102071;25/10/2016 00:00;31/10/2016 00:00;Standard Class;PG-18820;TEC-AC-10003441;67,80;4,00;,00;4,07;1 561,00;592,00
446,00;CA-2014-158771;25/10/2016 00:00;25/10/2016 00:00;Same Day;SB-20290;OFF-ST-10000107;83,25;3,00;,00;14,99;1 295,00;667,00
448,00;CA-2014-158771;25/10/2016 00:00;25/10/2016 00:00;Same Day;SB-20290;OFF-LA-10003121;20,65;5,00;,00;9,50;985,00;667,00
450,00;CA-2014-159709;26/10/2016 00:00;31/10/2016 00:00;Standard Class;AI-10855;OFF-EN-10001434;158,13;3,00;,00;77,48;859,00;36,00
452,00;CA-2014-114181;26/10/2016 00:00;30/10/2016 00:00;Second Class;AF-10885;FUR-BO-10004467;349,97;7,00;50,00;-216,98;45,00;18,00
454,00;CA-2014-103310;26/10/2016 00:00;31/10/2016 00:00;Standard Class;GM-14680;OFF-PA-10004353;39,96;2,00;,00;19,18;1 261,00;307,00
456,00;CA-2014-103310;26/10/2016 00:00;31/10/2016 00:00;Standard Class;GM-14680;OFF-SU-10004737;41,04;6,00;,00;11,08;1 455,00;307,00
458,00;CA-2014-103849;27/10/2016 00:00;01/11/2016 00:00;Standard Class;PG-18895;TEC-AC-10001465;58,11;2,00;20,00;7,26;1 498,00;593,00
460,00;CA-2014-103849;27/10/2016 00:00;01/11/2016 00:00;Standard Class;PG-18895;FUR-FU-10000723;66,11;4,00;60,00;-84,29;163,00;593,00
462,00;CA-2014-127523;27/10/2016 00:00;03/11/2016 00:00;Standard Class;BG-11695;OFF-AP-10004249;35,91;3,00;,00;9,70;463,00;87,00
464,00;CA-2014-119172;27/10/2016 00:00;31/10/2016 00:00;Standard Class;HD-14785;OFF-PA-10003036;17,47;3,00;20,00;5,68;1 200,00;319,00
466,00;CA-2014-127159;28/10/2016 00:00;31/10/2016 00:00;First Class;HL-15040;FUR-FU-10000010;34,79;7,00;,00;10,78;137,00;328,00
468,00;CA-2014-167164;29/10/2016 00:00;31/10/2016 00:00;Second Class;AG-10270;OFF-ST-10000107;55,50;2,00;,00;9,99;1 295,00;19,00
470,00;CA-2014-140165;29/10/2016 00:00;31/10/2016 00:00;First Class;EH-14005;OFF-BI-10004519;398,35;8,00;70,00;-331,96;827,00;261,00
472,00;CA-2014-113768;29/10/2016 00:00;04/11/2016 00:00;Standard Class;AH-10030;FUR-CH-10002439;279,46;6,00;20,00;20,96;92,00;28,00
474,00;CA-2014-106810;30/10/2016 00:00;05/11/2016 00:00;Standard Class;AJ-10795;FUR-FU-10004306;310,88;2,00;20,00;23,32;297,00;38,00
476,00;US-2014-163146;01/11/2016 00:00;05/11/2016 00:00;Standard Class;CC-12475;TEC-AC-10002217;56,40;3,00;,00;3,38;1 522,00;134,00
478,00;CA-2014-103373;03/11/2016 00:00;09/11/2016 00:00;Standard Class;BS-11755;TEC-PH-10002885;779,80;2,00;40,00;-168,96;1 793,00;109,00
480,00;CA-2014-164224;03/11/2016 00:00;05/11/2016 00:00;Second Class;TT-21070;OFF-PA-10001526;15,94;4,00;20,00;5,78;1 108,00;770,00
482,00;US-2014-107699;04/11/2016 00:00;08/11/2016 00:00;Standard Class;JH-15820;OFF-BI-10001249;57,42;9,00;,00;26,41;688,00;370,00
484,00;US-2014-114188;05/11/2016 00:00;07/11/2016 00:00;Second Class;RF-19345;OFF-AP-10000124;33,28;4,00;,00;9,32;379,00;640,00
486,00;US-2014-114188;05/11/2016 00:00;07/11/2016 00:00;Second Class;RF-19345;FUR-FU-10000076;139,86;7,00;,00;60,14;140,00;640,00
488,00;CA-2014-130673;05/11/2016 00:00;07/11/2016 00:00;Second Class;MC-17590;OFF-PA-10000289;10,37;2,00;20,00;3,63;1 036,00;490,00
490,00;CA-2014-130673;05/11/2016 00:00;07/11/2016 00:00;Second Class;MC-17590;OFF-ST-10000636;66,96;5,00;20,00;-13,39;1 310,00;490,00
492,00;CA-2014-117639;06/11/2016 00:00;10/11/2016 00:00;Standard Class;MW-18235;TEC-PH-10001530;617,97;3,00;,00;173,03;1 729,00;548,00
494,00;CA-2014-152443;06/11/2016 00:00;11/11/2016 00:00;Standard Class;FG-14260;OFF-BI-10001071;447,86;7,00;,00;219,45;676,00;283,00
496,00;CA-2014-152443;06/11/2016 00:00;11/11/2016 00:00;Standard Class;FG-14260;OFF-AP-10001293;245,88;6,00;,00;68,85;403,00;283,00
498,00;CA-2014-127166;06/11/2016 00:00;08/11/2016 00:00;Second Class;KH-16360;FUR-CH-10003396;107,77;2,00;30,00;-29,25;106,00;430,00
500,00;CA-2014-127166;06/11/2016 00:00;08/11/2016 00:00;Second Class;KH-16360;OFF-BI-10000977;18,24;3,00;80,00;-31,01;673,00;430,00
502,00;CA-2014-143840;07/11/2016 00:00;14/11/2016 00:00;Standard Class;EH-14185;TEC-PH-10003171;44,95;1,00;,00;12,59;1 801,00;263,00
504,00;US-2014-105767;08/11/2016 00:00;12/11/2016 00:00;Standard Class;AR-10510;OFF-AR-10001246;21,17;9,00;20,00;2,38;514,00;48,00
506,00;CA-2014-138513;08/11/2016 00:00;12/11/2016 00:00;Standard Class;EH-13990;OFF-PA-10003177;12,96;2,00;,00;6,22;1 208,00;260,00
508,00;US-2014-135881;08/11/2016 00:00;12/11/2016 00:00;Standard Class;GT-14710;OFF-SU-10003002;5,04;2,00;,00;,15;1 444,00;312,00
510,00;CA-2014-143413;09/11/2016 00:00;15/11/2016 00:00;Standard Class;RP-19390;OFF-PA-10002319;116,28;3,00;,00;56,98;1 166,00;654,00
512,00;US-2014-130379;10/11/2016 00:00;14/11/2016 00:00;Standard Class;JL-15235;FUR-FU-10002553;29,32;2,00;60,00;-24,19;230,00;386,00
514,00;CA-2014-156349;11/11/2016 00:00;15/11/2016 00:00;Standard Class;ML-17395;FUR-BO-10000362;290,67;2,00;15,00;27,36;3,00;520,00
516,00;CA-2014-156349;11/11/2016 00:00;15/11/2016 00:00;Standard Class;ML-17395;TEC-PH-10002726;83,98;2,00;20,00;31,49;1 786,00;520,00
518,00;CA-2014-129574;11/11/2016 00:00;14/11/2016 00:00;First Class;Dp-13240;OFF-PA-10002893;48,40;5,00;,00;23,23;1 191,00;234,00
520,00;CA-2014-144029;11/11/2016 00:00;16/11/2016 00:00;Standard Class;MM-18055;FUR-CH-10003981;359,77;2,00;30,00;-5,14;118,00;527,00
522,00;CA-2014-124429;12/11/2016 00:00;12/11/2016 00:00;Same Day;MH-17785;FUR-TA-10002607;567,12;10,00;20,00;-28,36;345,00;514,00
524,00;CA-2014-139192;12/11/2016 00:00;17/11/2016 00:00;Second Class;LC-16885;TEC-PH-10000486;1 113,50;12,00;20,00;125,27;1 697,00;452,00
526,00;US-2014-117058;12/11/2016 00:00;15/11/2016 00:00;First Class;LE-16810;OFF-BI-10004139;17,46;6,00;80,00;-30,56;807,00;459,00
528,00;CA-2014-135993;13/11/2016 00:00;18/11/2016 00:00;Standard Class;PJ-18835;TEC-AC-10004877;27,60;4,00;,00;2,21;1 599,00;595,00
530,00;CA-2014-146885;15/11/2016 00:00;21/11/2016 00:00;Standard Class;EB-13840;OFF-PA-10001622;13,62;3,00;,00;6,13;1 115,00;249,00
532,00;CA-2014-105872;15/11/2016 00:00;22/11/2016 00:00;Standard Class;JG-15160;OFF-BI-10003684;70,37;4,00;20,00;26,39;785,00;366,00
534,00;CA-2014-103429;15/11/2016 00:00;17/11/2016 00:00;First Class;LW-16825;TEC-PH-10003505;464,00;5,00;,00;134,56;1 811,00;479,00
536,00;CA-2014-103429;15/11/2016 00:00;17/11/2016 00:00;First Class;LW-16825;OFF-PA-10001712;39,96;4,00;,00;17,98;1 120,00;479,00
538,00;CA-2014-166051;16/11/2016 00:00;21/11/2016 00:00;Standard Class;JK-15625;TEC-PH-10002680;659,97;3,00;,00;197,99;1 785,00;379,00
540,00;CA-2014-131926;17/11/2016 00:00;22/11/2016 00:00;Second Class;DW-13480;FUR-CH-10004063;2 001,86;7,00;,00;580,54;119,00;243,00
542,00;CA-2014-131926;17/11/2016 00:00;22/11/2016 00:00;Second Class;DW-13480;OFF-PA-10004082;47,88;6,00;,00;23,94;1 250,00;243,00
544,00;CA-2014-131926;17/11/2016 00:00;22/11/2016 00:00;Second Class;DW-13480;OFF-PA-10000061;25,92;4,00;,00;12,44;1 018,00;243,00
546,00;CA-2014-111003;17/11/2016 00:00;22/11/2016 00:00;Standard Class;CR-12625;OFF-AR-10002135;289,20;6,00;,00;83,87;545,00;169,00
548,00;US-2014-165659;17/11/2016 00:00;22/11/2016 00:00;Standard Class;LT-17110;TEC-PH-10002563;881,93;7,00;,00;229,30;1 777,00;478,00
550,00;US-2014-157070;17/11/2016 00:00;22/11/2016 00:00;Standard Class;QJ-19255;OFF-AP-10004859;65,52;5,00;10,00;12,38;471,00;616,00
552,00;CA-2014-104472;18/11/2016 00:00;23/11/2016 00:00;Standard Class;CK-12325;FUR-FU-10000246;73,32;6,00;,00;22,00;147,00;149,00
554,00;CA-2014-100895;18/11/2016 00:00;22/11/2016 00:00;Standard Class;SV-20785;TEC-PH-10001425;239,97;3,00;,00;67,19;1 722,00;722,00
556,00;CA-2014-135657;19/11/2016 00:00;23/11/2016 00:00;Second Class;SC-20725;FUR-TA-10004086;515,88;6,00;,00;113,49;362,00;679,00
558,00;CA-2014-163867;19/11/2016 00:00;22/11/2016 00:00;First Class;RE-19450;OFF-LA-10001771;15,94;4,00;20,00;5,18;969,00;639,00
560,00;CA-2014-163867;19/11/2016 00:00;22/11/2016 00:00;First Class;RE-19450;OFF-ST-10000877;132,70;3,00;20,00;9,95;1 321,00;639,00
562,00;CA-2014-151946;20/11/2016 00:00;25/11/2016 00:00;Standard Class;BT-11440;FUR-FU-10002878;56,96;2,00;,00;21,08;239,00;113,00
564,00;CA-2014-151946;20/11/2016 00:00;25/11/2016 00:00;Standard Class;BT-11440;FUR-BO-10003272;353,57;2,00;20,00;-44,20;29,00;113,00
566,00;CA-2014-133270;22/11/2016 00:00;25/11/2016 00:00;First Class;BM-11785;OFF-AR-10002656;13,36;2,00;,00;4,94;557,00;94,00
568,00;CA-2014-159520;22/11/2016 00:00;27/11/2016 00:00;Standard Class;GT-14635;OFF-SU-10001664;17,14;2,00;,00;4,46;1 434,00;311,00
570,00;US-2014-161305;22/11/2016 00:00;28/11/2016 00:00;Standard Class;SB-20170;OFF-BI-10002794;24,59;3,00;80,00;-38,11;748,00;665,00
572,00;CA-2014-151897;22/11/2016 00:00;26/11/2016 00:00;Standard Class;VT-21700;OFF-LA-10001074;100,24;10,00;20,00;33,83;959,00;786,00
574,00;CA-2014-169257;22/11/2016 00:00;28/11/2016 00:00;Standard Class;SV-20785;OFF-PA-10002319;62,02;2,00;20,00;22,48;1 166,00;722,00
576,00;CA-2014-106229;23/11/2016 00:00;27/11/2016 00:00;Second Class;NR-18550;FUR-TA-10002041;268,94;3,00;50,00;-209,77;340,00;575,00
578,00;US-2014-109162;24/11/2016 00:00;28/11/2016 00:00;Standard Class;KE-16420;FUR-CH-10002647;170,35;3,00;20,00;10,65;94,00;427,00
580,00;CA-2014-108147;24/11/2016 00:00;29/11/2016 00:00;Standard Class;RD-19480;OFF-ST-10003470;1 676,88;6,00;,00;83,84;1 394,00;631,00
582,00;CA-2014-115812;25/11/2016 00:00;30/11/2016 00:00;Standard Class;BH-11710;OFF-AR-10002833;7,28;4,00;,00;1,97;563,00;89,00
584,00;CA-2014-115812;25/11/2016 00:00;30/11/2016 00:00;Standard Class;BH-11710;OFF-BI-10003910;18,50;3,00;20,00;5,78;795,00;89,00
586,00;CA-2014-115812;25/11/2016 00:00;30/11/2016 00:00;Standard Class;BH-11710;FUR-TA-10001539;1 706,18;9,00;20,00;85,31;329,00;89,00
588,00;CA-2014-133753;25/11/2016 00:00;29/11/2016 00:00;Second Class;CW-11905;TEC-PH-10000376;7,99;1,00;20,00;,60;1 693,00;186,00
590,00;CA-2014-133753;25/11/2016 00:00;29/11/2016 00:00;Second Class;CW-11905;OFF-AR-10001953;70,37;2,00;20,00;6,16;537,00;186,00
592,00;CA-2014-133851;25/11/2016 00:00;02/12/2016 00:00;Standard Class;CM-12445;OFF-AR-10003752;23,10;2,00;,00;10,63;596,00;162,00
594,00;CA-2014-160262;25/11/2016 00:00;29/11/2016 00:00;Second Class;TS-21205;OFF-AR-10002335;18,06;7,00;,00;4,70;551,00;763,00
596,00;CA-2014-160262;25/11/2016 00:00;29/11/2016 00:00;Second Class;TS-21205;FUR-FU-10002685;37,40;2,00;,00;14,21;234,00;763,00
598,00;CA-2014-114643;29/11/2016 00:00;03/12/2016 00:00;Standard Class;FM-14215;OFF-AR-10003631;14,52;3,00;,00;4,79;590,00;287,00
600,00;US-2014-141215;01/12/2016 00:00;07/12/2016 00:00;Standard Class;KL-16555;FUR-TA-10001520;99,92;2,00;30,00;-18,56;328,00;434,00
602,00;US-2014-141215;01/12/2016 00:00;07/12/2016 00:00;Standard Class;KL-16555;OFF-BI-10002706;8,57;3,00;80,00;-14,57;745,00;434,00
604,00;CA-2014-136644;02/12/2016 00:00;08/12/2016 00:00;Standard Class;SC-20575;FUR-CH-10000225;647,84;8,00;,00;32,39;52,00;676,00
606,00;CA-2014-113929;02/12/2016 00:00;07/12/2016 00:00;Standard Class;CK-12205;OFF-AR-10003772;35,00;4,00;,00;10,50;599,00;148,00
608,00;CA-2014-104402;03/12/2016 00:00;09/12/2016 00:00;Standard Class;DB-13660;TEC-MA-10000423;65,97;3,00;,00;31,01;1 621,00;199,00
610,00;CA-2014-144414;03/12/2016 00:00;07/12/2016 00:00;Standard Class;GH-14425;OFF-FA-10000624;17,90;5,00;,00;8,95;910,00;300,00
612,00;CA-2014-156342;03/12/2016 00:00;06/12/2016 00:00;Second Class;JF-15415;OFF-PA-10001725;62,02;2,00;20,00;22,48;1 121,00;362,00
614,00;CA-2014-166863;06/12/2016 00:00;10/12/2016 00:00;Standard Class;SC-20020;TEC-PH-10000369;201,58;2,00;20,00;20,16;1 692,00;668,00
616,00;CA-2014-166863;06/12/2016 00:00;10/12/2016 00:00;Standard Class;SC-20020;FUR-BO-10001608;193,07;4,00;32,00;-19,87;11,00;668,00
618,00;CA-2014-166863;06/12/2016 00:00;10/12/2016 00:00;Standard Class;SC-20020;OFF-PA-10000587;11,65;2,00;20,00;4,08;1 062,00;668,00
620,00;CA-2014-166863;06/12/2016 00:00;10/12/2016 00:00;Standard Class;SC-20020;OFF-ST-10004123;509,49;7,00;20,00;-127,37;1 407,00;668,00
622,00;US-2014-112949;06/12/2016 00:00;13/12/2016 00:00;Standard Class;Co-12640;OFF-AR-10003469;3,52;2,00;,00;1,69;581,00;165,00
624,00;US-2014-117135;07/12/2016 00:00;09/12/2016 00:00;Second Class;NP-18325;TEC-PH-10002033;284,82;1,00;,00;74,05;1 751,00;571,00
626,00;CA-2014-128146;07/12/2016 00:00;11/12/2016 00:00;Standard Class;DB-13060;TEC-PH-10004539;1 322,93;7,00;,00;357,19;1 846,00;191,00
628,00;CA-2014-141278;07/12/2016 00:00;10/12/2016 00:00;First Class;RM-19375;OFF-AR-10003056;21,40;5,00;,00;6,21;568,00;649,00
630,00;US-2014-160780;07/12/2016 00:00;07/12/2016 00:00;Same Day;SV-20785;OFF-BI-10002931;25,16;2,00;70,00;-16,78;757,00;722,00
632,00;CA-2014-138317;07/12/2016 00:00;11/12/2016 00:00;Standard Class;NW-18400;FUR-FU-10000550;3,98;1,00;20,00;,65;158,00;578,00
634,00;CA-2014-138317;07/12/2016 00:00;11/12/2016 00:00;Standard Class;NW-18400;TEC-MA-10004521;206,99;3,00;70,00;-172,49;1 675,00;578,00
636,00;CA-2014-138317;07/12/2016 00:00;11/12/2016 00:00;Standard Class;NW-18400;OFF-BI-10000069;9,01;2,00;70,00;-7,20;640,00;578,00
638,00;CA-2014-130624;07/12/2016 00:00;10/12/2016 00:00;First Class;TB-21280;TEC-PH-10003963;617,97;3,00;,00;160,67;1 825,00;736,00
640,00;CA-2014-141796;07/12/2016 00:00;07/12/2016 00:00;Same Day;JG-15160;TEC-PH-10001578;1 214,85;3,00;,00;352,31;1 733,00;366,00
642,00;CA-2014-124646;08/12/2016 00:00;10/12/2016 00:00;First Class;DV-13465;OFF-ST-10001097;501,81;3,00;,00;,00;1 329,00;241,00
644,00;CA-2014-154963;08/12/2016 00:00;13/12/2016 00:00;Standard Class;AA-10645;FUR-CH-10004698;170,06;3,00;30,00;-4,86;129,00;4,00
646,00;CA-2014-154963;08/12/2016 00:00;13/12/2016 00:00;Standard Class;AA-10645;FUR-CH-10000454;853,93;5,00;30,00;,00;56,00;4,00
648,00;CA-2014-126032;09/12/2016 00:00;14/12/2016 00:00;Standard Class;BS-11665;TEC-AC-10000158;86,38;3,00;20,00;1,08;1 462,00;108,00
650,00;US-2014-130358;09/12/2016 00:00;12/12/2016 00:00;First Class;DL-13330;OFF-SU-10002522;3,10;1,00;20,00;,35;1 439,00;221,00
652,00;CA-2014-159338;11/12/2016 00:00;14/12/2016 00:00;First Class;NS-18640;FUR-TA-10004147;447,84;5,00;20,00;11,20;363,00;577,00
654,00;CA-2014-164469;11/12/2016 00:00;13/12/2016 00:00;Second Class;GK-14620;OFF-AR-10003478;71,63;11,00;20,00;17,91;583,00;303,00
656,00;CA-2014-104283;13/12/2016 00:00;17/12/2016 00:00;Standard Class;LM-17065;OFF-ST-10004337;306,20;5,00;,00;,00;1 411,00;466,00
658,00;CA-2014-104283;13/12/2016 00:00;17/12/2016 00:00;Standard Class;LM-17065;TEC-AC-10000109;223,96;4,00;,00;53,75;1 461,00;466,00
660,00;CA-2014-140858;14/12/2016 00:00;18/12/2016 00:00;Standard Class;CA-12775;OFF-BI-10003094;3,17;3,00;70,00;-2,43;764,00;125,00
662,00;CA-2014-140858;14/12/2016 00:00;18/12/2016 00:00;Standard Class;CA-12775;OFF-BI-10004230;31,09;3,00;70,00;-22,80;814,00;125,00
664,00;CA-2014-156993;14/12/2016 00:00;20/12/2016 00:00;Standard Class;RW-19630;OFF-FA-10003495;6,08;1,00;,00;3,04;937,00;662,00
666,00;CA-2014-111773;15/12/2016 00:00;19/12/2016 00:00;Standard Class;JK-15625;OFF-BI-10000174;13,92;3,00;20,00;4,87;645,00;379,00
668,00;CA-2014-123064;16/12/2016 00:00;18/12/2016 00:00;First Class;RA-19915;OFF-AR-10004582;5,25;4,00;20,00;1,64;622,00;619,00
670,00;CA-2014-116757;16/12/2016 00:00;20/12/2016 00:00;Standard Class;MS-17980;OFF-PA-10002005;25,92;5,00;20,00;9,07;1 150,00;542,00
672,00;US-2014-121566;16/12/2016 00:00;22/12/2016 00:00;Standard Class;CS-11860;OFF-BI-10004528;2,69;1,00;20,00;,84;828,00;173,00
674,00;CA-2014-152254;16/12/2016 00:00;16/12/2016 00:00;Same Day;BD-11620;OFF-PA-10001144;310,69;7,00;20,00;108,74;1 086,00;72,00
676,00;CA-2014-160773;17/12/2016 00:00;21/12/2016 00:00;Standard Class;LW-16825;TEC-PH-10004586;575,92;2,00;20,00;71,99;1 847,00;479,00
